user_id,age,monthly_hours,watching_peak_time,preferred_content_type,preferred_genre,binge_watcher,subscription_type,platform_frequency,gender
3240,33.0,"142,59662827141284",Night,Anime,Horror,0.0,Family,Weekly,Woman
3241,37.0,"148,27668795453926",Night,Anime,Horror,0.0,Premium,Occasional,Woman
3242,44.0,"104,91646745810228",Afternoon,Anime,Science Fiction,1.0,Family,Weekly,Woman
3243,46.0,"172,6638097795402",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3244,33.0,"178,6345871252648",Afternoon,Anime,Drama,0.0,Premium,Weekly,Woman
3245,45.0,"171,4078316144698",Morning,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3246,43.0,"177,22127673665855",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3247,34.0,"161,11912443932437",Night,Documentaries,Action,0.0,Premium,Weekly,Man
3248,54.0,"110,24194929261584",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3249,55.0,"225,44879596689407",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3250,31.0,"81,2921307074276",Afternoon,Anime,Science Fiction,1.0,,Weekly,Woman
3251,43.0,"176,29597815622392",Night,Documentaries,Drama,0.0,Family,Weekly,Woman
3252,42.0,"69,60047396775275",Night,Documentaries,Science Fiction,1.0,Premium,Weekly,Man
3253,57.0,"273,3432460586822",Late Night,Movies,Horror,0.0,Family,Weekly,Woman
3254,41.0,"96,00182151081754",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3255,38.0,"187,2677213042992",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Man
3256,55.0,"155,85025368174948",Night,Documentaries,Science Fiction,0.0,Family,Occasional,Man
3257,57.0,"184,31617022963",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3258,50.0,"105,68965678887965",Afternoon,Documentaries,Science Fiction,1.0,,Weekly,Man
3259,44.0,"159,94748223854532",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3260,45.0,"37,31232669089928",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3261,51.0,"159,9267953592894",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Man
3262,54.0,"241,91843620457712",Afternoon,Movies,Science Fiction,0.0,Family,Weekly,Man
3263,41.0,"148,37265097667174",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3264,56.0,"178,40833547291604",Night,Anime,Horror,0.0,Premium,Weekly,Woman
3265,31.0,"166,54504009378198",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3266,35.0,nan,Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3267,63.0,"125,01275104528445",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3268,46.0,"138,34601417367145",Night,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3269,47.0,"106,8587875404834",Night,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3270,48.0,"212,5065214385944",Afternoon,Documentaries,Horror,0.0,Family,Weekly,Man
3271,51.0,"62,49516307326967",Night,Documentaries,Science Fiction,1.0,Premium,Daily,Man
3272,35.0,nan,Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3273,42.0,"167,8964963382847",Night,Anime,Drama,0.0,Premium,Occasional,Man
3274,43.0,"173,30094385285565",Afternoon,Documentaries,Drama,0.0,Family,Weekly,Man
3275,37.0,"142,2606343630934",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3276,53.0,"152,75290188789162",Morning,Documentaries,Horror,1.0,Family,Weekly,Woman
3277,57.0,"91,90936007957484",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3278,61.0,"107,51496987206114",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3279,42.0,"67,5439387060291",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3280,45.0,"85,47301476102291",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3281,42.0,"156,0631564912221",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3282,41.0,"175,89555604736674",Morning,Documentaries,Drama,0.0,Family,Weekly,Man
3283,50.0,"149,39250873965133",Afternoon,Anime,Horror,0.0,Premium,Weekly,Woman
3284,61.0,"261,8084494367914",Night,Movies,Horror,1.0,Student,Weekly,Woman
3285,40.0,"209,25588093147505",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3286,45.0,"179,0031910025479",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3287,36.0,"197,3688418527477",Night,Anime,Science Fiction,0.0,Family,Occasional,Man
3288,43.0,"68,50986047264666",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3289,32.0,"98,59688836906548",Night,Anime,Science Fiction,1.0,Family,Weekly,Woman
3290,24.0,"152,74189730936902",Afternoon,Anime,Drama,0.0,Free,Weekly,Woman
3291,42.0,"158,12453877638163",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3292,46.0,"122,31091215140582",Night,Anime,Horror,1.0,Family,Weekly,Man
3293,36.0,"108,03732679689212",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3294,46.0,"142,24151173307064",Night,Anime,Drama,0.0,Premium,Occasional,Woman
3295,37.0,"113,45017038598164",Night,Anime,Science Fiction,0.0,Premium,Weekly,Man
3296,37.0,"211,8545645832959",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3297,35.0,"148,65962302551776",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3298,38.0,nan,Night,Documentaries,Science Fiction,0.0,Premium,Weekly,Man
3299,58.0,"122,48226693220413",Night,Movies,Drama,1.0,Family,Weekly,Woman
3300,44.0,"87,65121805832229",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3301,49.0,"173,31713948796275",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3302,59.0,"146,95729066339587",Night,Movies,Horror,1.0,Family,Weekly,Woman
3303,38.0,"136,805502980943",Afternoon,Anime,Science Fiction,0.0,,Weekly,Man
3304,44.0,nan,Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3305,54.0,"132,8758958316263",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3306,47.0,"136,07078387387782",Night,Documentaries,Drama,1.0,Premium,Weekly,Man
3307,41.0,"83,3685012450381",Night,Anime,Science Fiction,1.0,Family,Weekly,Man
3308,42.0,"146,3969210171709",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3309,36.0,"186,985726278501",Morning,Anime,Drama,0.0,Premium,Occasional,Man
3310,40.0,"94,78065540081523",Afternoon,Anime,Science Fiction,1.0,,Weekly,Woman
3311,36.0,"153,15902500824734",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3312,40.0,"216,6441545696542",Night,Movies,Drama,0.0,Family,Weekly,Woman
3313,34.0,"214,01411062147992",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3314,62.0,"95,0042144266331",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3315,43.0,"157,77930414056306",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3316,39.0,"211,4376803906675",Night,Documentaries,Science Fiction,0.0,Premium,Weekly,Man
3317,58.0,"225,44607444956057",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3318,30.0,nan,Night,Anime,Science Fiction,1.0,Family,Weekly,Woman
3319,42.0,"152,38426120041245",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3320,50.0,"142,87743253574428",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3321,36.0,"67,61929110557392",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3322,52.0,"239,0274055183863",Afternoon,Documentaries,Horror,0.0,Family,Weekly,Woman
3323,34.0,"150,61961490335028",Afternoon,Anime,Horror,0.0,Family,Weekly,Man
3324,56.0,"210,6966167842544",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3325,42.0,"103,8162432192625",Night,Documentaries,Science Fiction,1.0,Premium,Weekly,Man
3326,40.0,"168,16262124939277",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3327,58.0,"147,00951534351495",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3328,43.0,"150,82827423289572",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3329,55.0,"141,4588920019214",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3330,37.0,"165,2392694738146",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3331,38.0,"162,01526899636497",Night,Anime,Science Fiction,0.0,Family,Weekly,Man
3332,43.0,"190,49996677537925",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3333,46.0,"166,47179330032313",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3334,61.0,"155,26981205322022",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Man
3335,35.0,"148,0034296657009",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3336,37.0,"43,1683281124272",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Woman
3337,63.0,"147,04533748251026",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3338,43.0,"200,84857162182752",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3339,52.0,"138,52653730403202",Night,Documentaries,Horror,1.0,Family,Weekly,Man
3340,43.0,"125,99117186164902",Afternoon,Movies,Drama,1.0,Premium,Daily,Woman
3341,57.0,"238,37622913190404",Night,Movies,Horror,0.0,Family,Weekly,Woman
3342,58.0,"157,72743285344887",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3343,40.0,"69,26738252612202",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3344,45.0,"105,28738526115242",Night,Anime,Science Fiction,1.0,Family,Weekly,Man
3345,55.0,"125,901662124957",Afternoon,Movies,Science Fiction,1.0,Family,Daily,Man
3346,45.0,"116,13980036254168",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Man
3347,58.0,"165,30799549383795",Afternoon,Movies,Science Fiction,1.0,Family,Daily,Man
3348,33.0,nan,Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3349,48.0,"197,50672295621183",Night,Movies,Drama,1.0,Family,Weekly,Man
3350,44.0,"149,1283490487041",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3351,49.0,"166,54902553452104",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3352,36.0,"186,7592083767255",Night,Documentaries,Drama,0.0,,Weekly,Man
3353,41.0,"147,34468183848566",Afternoon,Anime,Drama,0.0,Premium,Weekly,Man
3354,37.0,"137,75290734592576",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3355,41.0,"107,2356334279866",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3356,34.0,"127,7605077728018",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3357,42.0,"139,10330145898038",Night,Documentaries,Horror,0.0,Family,Weekly,Man
3358,37.0,"213,59901866875245",Afternoon,Documentaries,Science Fiction,0.0,Premium,Weekly,Woman
3359,42.0,"70,9780208005653",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3360,38.0,"142,8678448117848",Night,Anime,Science Fiction,0.0,Family,Weekly,Man
3361,31.0,"162,3594493339537",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3362,30.0,"146,93209122754072",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3363,37.0,"179,62134101203287",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3364,21.0,"168,76003244501257",Afternoon,Anime,Horror,0.0,Family,Weekly,Man
3365,59.0,"155,1107358499107",Afternoon,Movies,Horror,1.0,Family,Daily,Man
3366,32.0,"108,15142329793647",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3367,47.0,"136,27619766708372",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3368,41.0,"202,832136521813",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3369,37.0,"137,0614775341192",Night,Documentaries,Horror,1.0,,Weekly,Woman
3370,36.0,nan,Night,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3371,30.0,"142,112993659273",Night,Anime,Horror,0.0,Premium,Weekly,Man
3372,48.0,"146,52472467695128",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3373,51.0,"187,96993745095065",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3374,37.0,"49,08484388919238",Afternoon,Anime,Science Fiction,1.0,Family,Weekly,Man
3375,59.0,nan,Night,Movies,Science Fiction,1.0,,Daily,Woman
3376,40.0,"43,23017642792041",Night,Anime,Science Fiction,1.0,Premium,Weekly,Woman
3377,63.0,"139,07919618480727",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3378,46.0,"162,89310666832762",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3379,45.0,"38,37112606201916",Night,Documentaries,Science Fiction,1.0,Premium,Weekly,Woman
3380,35.0,"175,3746478025389",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3381,40.0,"205,11277959857296",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3382,49.0,"194,35803599188188",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3383,33.0,"94,6280528717819",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3384,41.0,"177,97821897686964",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3385,41.0,"160,30555463055578",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3386,52.0,"180,6521389309163",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Man
3387,52.0,nan,Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3388,38.0,"163,51109946999773",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3389,46.0,"142,1596016638364",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3390,36.0,"53,28753994510873",Afternoon,Anime,Science Fiction,1.0,Family,Weekly,Man
3391,56.0,"170,39588542919194",Night,Movies,Horror,1.0,Family,Weekly,Woman
3392,53.0,"157,784490221441",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3393,60.0,"172,38310532191346",Night,Movies,Science Fiction,1.0,Family,Daily,Woman
3394,40.0,nan,Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3395,58.0,"189,75727173002",Night,Movies,Horror,1.0,,Weekly,Woman
3396,56.0,"144,41681938166934",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3397,34.0,"145,18707403508057",Afternoon,Anime,Drama,0.0,Premium,Occasional,Woman
3398,22.0,"53,32584972003911",Night,Anime,Science Fiction,1.0,Premium,Weekly,Woman
3399,38.0,"148,22429148449584",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3400,44.0,"164,93233153708007",Afternoon,Documentaries,Science Fiction,0.0,Premium,Weekly,Man
3401,56.0,"156,27091225314047",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3402,31.0,nan,Night,Anime,Science Fiction,1.0,,Weekly,Man
3403,33.0,"105,25492709676338",Night,Anime,Science Fiction,0.0,Premium,Weekly,Man
3404,54.0,"203,49021156671316",Night,Movies,Science Fiction,1.0,Family,Daily,Man
3405,58.0,"162,59671282126305",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Man
3406,36.0,"160,01233902741257",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3407,47.0,"171,5741367643133",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3408,40.0,"154,91784229614694",Afternoon,Documentaries,Science Fiction,0.0,Premium,Weekly,Woman
3409,27.0,"181,1095754050777",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3410,25.0,"146,881910752543",Afternoon,Anime,Action,0.0,Premium,Weekly,Man
3411,29.0,"233,9342134919601",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3412,58.0,"232,82549632196205",Night,Movies,Science Fiction,0.0,Family,Weekly,Man
3413,40.0,"155,11691674246563",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3414,35.0,"147,53094821571003",Afternoon,Anime,Horror,0.0,Family,Weekly,Man
3415,61.0,"210,0015926812522",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3416,47.0,"143,5689910010865",Afternoon,Documentaries,Drama,0.0,,Weekly,Man
3417,37.0,"193,8939283821866",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3418,43.0,"123,80041409483836",Night,Documentaries,Drama,1.0,Premium,Weekly,Woman
3419,52.0,"158,6193359369857",Night,Movies,Science Fiction,1.0,Premium,Daily,Woman
3420,39.0,"152,80644613771892",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3421,56.0,"164,96415822116",Afternoon,Movies,Horror,1.0,Family,Weekly,Man
3422,54.0,"130,33983115211967",Afternoon,Documentaries,Science Fiction,1.0,,Weekly,Woman
3423,52.0,"153,14826769158032",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3424,65.0,"145,25901815070063",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3425,39.0,"195,57199569449276",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3426,24.0,nan,Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3427,33.0,"168,05875199997726",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3428,31.0,"119,8382611689755",Night,Reality Shows,Horror,0.0,Premium,Occasional,Woman
3429,58.0,"117,36975768211607",Afternoon,Movies,Science Fiction,1.0,Family,Daily,Man
3430,57.0,"162,92160556088302",Afternoon,Movies,Horror,1.0,Family,Daily,Man
3431,41.0,"169,2212992651471",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Woman
3432,34.0,"131,75274111292416",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3433,37.0,"233,64986194384375",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3434,52.0,"173,33591097008176",Morning,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3435,50.0,nan,Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3436,48.0,"112,988630834549",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3437,32.0,"93,12933426581873",Night,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3438,53.0,"215,44947375105005",Afternoon,Movies,Science Fiction,0.0,,Weekly,Man
3439,62.0,"144,29733091232447",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3440,33.0,"203,52961217813436",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3441,47.0,"138,30841560384135",Afternoon,Documentaries,Drama,1.0,Premium,Weekly,Woman
3442,42.0,"193,21539136826905",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3443,38.0,"88,46375223696312",Night,Anime,Science Fiction,1.0,Family,Weekly,Man
3444,42.0,"158,59087571127304",Afternoon,Documentaries,Science Fiction,0.0,Premium,Weekly,Woman
3445,50.0,"196,6257841612891",Night,Documentaries,Horror,1.0,Family,Weekly,Woman
3446,57.0,"188,7463665118125",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3447,34.0,"111,68495967533548",Night,Anime,Science Fiction,0.0,Premium,Weekly,Man
3448,41.0,"140,7335240294093",Afternoon,Anime,Science Fiction,0.0,Family,Weekly,Man
3449,42.0,"176,19706332131975",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Man
3450,27.0,"69,7332199506441",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3451,27.0,"57,62172369689808",Night,Anime,Science Fiction,1.0,,Weekly,Man
3452,58.0,"113,469680829137",Afternoon,Movies,Science Fiction,1.0,Family,Daily,Woman
3453,55.0,"168,16096301253057",Night,Movies,Science Fiction,1.0,Family,Daily,Woman
3454,44.0,"158,87659523730915",Afternoon,Documentaries,Drama,1.0,Premium,Weekly,Man
3455,53.0,"244,13117091135055",Night,Movies,Horror,0.0,Family,Weekly,Woman
3456,43.0,"196,0189327418904",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3457,61.0,"181,72105818890444",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3458,43.0,"185,41680971651996",Night,Documentaries,Science Fiction,0.0,Premium,Weekly,Man
3459,36.0,"123,47383004891076",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Woman
3460,41.0,"183,5865457601397",Afternoon,Documentaries,Drama,0.0,Premium,Weekly,Man
3461,61.0,"133,00132138176275",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3462,46.0,"99,72126065435565",Morning,Anime,Science Fiction,0.0,,Weekly,Woman
3463,43.0,"188,25052866087407",Afternoon,Documentaries,Science Fiction,0.0,Premium,Occasional,Woman
3464,62.0,"191,8814103484927",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Man
3465,40.0,"177,2645226570885",Morning,Movies,Drama,1.0,Family,Weekly,Woman
3466,61.0,nan,Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3467,38.0,"66,02723206191939",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3468,34.0,"44,54633848633258",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3469,49.0,"208,1524214588981",Night,Movies,Drama,1.0,Student,Weekly,Woman
3470,38.0,"104,57184107943598",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3471,33.0,"73,65916569075752",Afternoon,Anime,Science Fiction,1.0,Family,Weekly,Man
3472,50.0,nan,Afternoon,Documentaries,Horror,1.0,Family,Weekly,Woman
3473,32.0,"68,77399131414757",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3474,45.0,"177,50704251493403",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
3475,37.0,"185,7021783978898",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3476,42.0,"161,1524011098588",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3477,49.0,"159,01652919871955",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3478,42.0,"170,53987456784753",Afternoon,Documentaries,Science Fiction,0.0,Premium,Weekly,Woman
3479,51.0,"140,73339926532032",Afternoon,Anime,Horror,0.0,Premium,Weekly,Woman
3480,47.0,"151,86539104053517",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3481,40.0,"110,1541162455071",Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3482,52.0,"161,44663722146268",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3483,41.0,"174,8139488684661",Night,Documentaries,Horror,1.0,Family,Weekly,Woman
3484,41.0,nan,Night,Anime,Science Fiction,1.0,Premium,Weekly,Man
3485,58.0,"163,6524670467332",Night,Movies,Science Fiction,1.0,Family,Daily,Man
3486,39.0,"56,70446360542337",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Man
3487,35.0,"126,90243861979864",Afternoon,Anime,Action,0.0,Premium,Weekly,Woman
3488,43.0,"198,94018427634103",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3489,55.0,"172,98798937709188",Night,Movies,Horror,1.0,,Weekly,Man
3490,62.0,"214,6566868468612",Afternoon,Movies,Science Fiction,1.0,Family,Weekly,Woman
3491,44.0,nan,Afternoon,Documentaries,Horror,1.0,Family,Weekly,Man
3492,46.0,"90,5767648472184",Afternoon,Anime,Science Fiction,1.0,Premium,Weekly,Woman
3493,34.0,"120,59256898638762",Afternoon,Anime,Science Fiction,0.0,Premium,Weekly,Man
3494,37.0,"179,66591906962927",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3495,48.0,"187,67857349621988",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3496,53.0,"144,47125563179375",Afternoon,Documentaries,Horror,0.0,Premium,Weekly,Man
3497,66.0,"150,83704905382623",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3498,31.0,"195,94288074895985",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Man
3499,45.0,"138,6353474195401",Night,Anime,Science Fiction,0.0,Premium,Weekly,Man
3500,43.0,"91,12301231158632",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3501,58.0,"226,21550761541823",Night,Movies,Science Fiction,0.0,Family,Weekly,Woman
3502,56.0,"126,92129564822244",Afternoon,Movies,Drama,1.0,Family,Weekly,Woman
3503,43.0,"146,1043242044219",Morning,Documentaries,Horror,1.0,Student,Weekly,Woman
3504,54.0,"149,67028798339146",Night,Movies,Science Fiction,1.0,,Daily,Man
3505,44.0,"162,60748462743538",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3506,43.0,"139,90148794557064",Night,Documentaries,Horror,1.0,Family,Weekly,Man
3507,55.0,"103,21127126982594",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3508,34.0,"188,67618774080148",Night,Documentaries,Drama,0.0,Family,Weekly,Man
3509,37.0,"145,1962495921605",Night,Anime,Horror,0.0,Premium,Weekly,Man
3510,50.0,"195,8195256296659",Afternoon,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3511,39.0,"179,33376394953268",Night,Documentaries,Science Fiction,0.0,Premium,Weekly,Man
3512,40.0,"177,87398057142153",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3513,39.0,"165,4675912482124",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3514,25.0,"181,92830276744493",Night,Anime,Science Fiction,0.0,Family,Weekly,Woman
3515,42.0,"138,5506823483341",Afternoon,Documentaries,Horror,1.0,,Weekly,Woman
3516,47.0,"65,31354471750629",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3517,44.0,"108,31647520152366",Afternoon,Documentaries,Science Fiction,1.0,Premium,Weekly,Woman
3518,50.0,"128,26991992582398",Night,Documentaries,Horror,1.0,Family,Daily,Man
3519,53.0,"188,8073398984732",Afternoon,Documentaries,Horror,1.0,Family,Weekly,Man
3520,49.0,"111,68821124591132",Afternoon,Anime,Science Fiction,0.0,Premium,Occasional,Woman
3521,52.0,"151,32536569444204",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Woman
3522,33.0,"167,68521726795095",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3523,40.0,"212,1393803319509",Afternoon,Documentaries,Drama,0.0,,Weekly,Woman
3524,49.0,"141,16650813869228",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3525,33.0,"192,03691022076964",Night,Documentaries,Drama,0.0,Premium,Weekly,Woman
3526,47.0,"123,08987619707116",Afternoon,Anime,Horror,0.0,Premium,Weekly,Woman
3527,36.0,"151,52434648587612",Night,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3528,42.0,"187,7089031689904",Night,Documentaries,Drama,0.0,Family,Occasional,Woman
3529,56.0,"204,62301307822733",Night,Movies,Science Fiction,1.0,Family,Weekly,Man
3530,43.0,"152,11779108786683",Night,Documentaries,Drama,0.0,Premium,Weekly,Man
3531,55.0,"156,28001872005905",Night,Movies,Science Fiction,1.0,Family,Daily,Man
3532,58.0,"126,8086200452704",Afternoon,Movies,Science Fiction,1.0,Family,Daily,Woman
3533,43.0,"137,5631766227927",Night,Documentaries,Science Fiction,0.0,Family,Weekly,Woman
3534,41.0,"139,08016241471657",Afternoon,Documentaries,Drama,1.0,Premium,Weekly,Woman
3535,53.0,"153,06240632211583",Afternoon,Documentaries,Science Fiction,1.0,Family,Weekly,Man
3536,52.0,"231,8446062846609",Night,Movies,Horror,0.0,Family,Daily,Man
3537,32.0,"149,95262810053367",Afternoon,Anime,Horror,0.0,Family,Weekly,Woman
3538,59.0,"210,07102183275293",Night,Movies,Science Fiction,1.0,Family,Weekly,Woman
